,DATE,Vms,Ta,RH,VPDhpa,SVWC30cm,Rn,PPFD,Rainfall,Month,Day,year,time,DOY,Cof,G,NEE,LE
4694,2019/4/8 18:30,1,27.2,65,12.8,21.75,47.6,111.9,0,4,8,2019,18.5,98,333.6313317,29.83333333,-0.166149796,57.43315072
4695,2019/4/8 19:00,1,26.2,68,10.9,21.75,-5.8,42.1,0,4,8,2019,19,98,335.0022273,36.90413432,-0.136393799,18.9814944
4696,2019/4/8 19:30,0.9,25.4,71,9.4,21.7,-18.6,16,0,4,8,2019,19.5,98,336.0264667,35.87080099,-0.124612647,19.5097205
4697,2019/4/8 20:00,0.8,24.2,77,7.1,21.7,-17.7,14.7,0,4,8,2019,20,98,336.4968197,25.66666667,-0.124015975,4.018066476
4698,2019/4/8 20:30,1.1,24.2,77,7.1,21.7,-17.7,14.7,0,4,8,2019,20.5,98,335.8452994,33.17080099,-0.124015975,13.88878219
4699,2019/4/8 21:00,1,24.3,76,7.2,21.7,-17.8,14.7,0,4,8,2019,21,98,336.0013201,23.7,-0.124015975,10.51210253
4700,2019/4/8 21:30,0.9,24.5,76,7.5,21.7,-17.9,0,0,4,8,2019,21.5,98,335.721399,22.86666667,0.11551233,9.279718342
4701,2019/4/8 22:00,1,24.5,76,7.4,21.7,-17.9,0,0,4,8,2019,22,98,335.1428242,22.3,0.208013441,12.61947857
4702,2019/4/8 22:30,0.9,23.9,79,6.3,21.7,-17.4,0,0,4,8,2019,22.5,98,335.6576163,21.63333333,0.334960514,14.47649803
4703,2019/4/8 23:00,1.2,24.6,76,7.4,21.7,-18,0,0,4,8,2019,23,98,335.3145234,29.86149277,0.057579531,11.3131624
4704,2019/4/8 23:30,0.9,24,79,6.4,21.7,-17.5,0,0,4,8,2019,23.5,98,335.7269476,20.93333333,0.204607179,5.790379205
4705,2019/4/9 0:00,0.7,22.8,84,4.4,21.7,-16.6,0,0,4,9,2019,0,99,336.4166968,20.6,0.086992244,-2.345465934
4706,2019/4/9 0:30,0.5,22.3,86,3.9,21.7,-16.2,0,0,4,9,2019,0.5,99,337.3516506,20.26666667,0.084826245,-2.497459499
4707,2019/4/9 1:00,0.6,21.6,89,2.8,21.7,-15.6,0,0,4,9,2019,1,99,337.6627758,19.66666667,0.10348222,-7.409526621
4708,2019/4/9 1:30,0.7,21.4,90,2.5,21.7,-15.5,0,0,4,9,2019,1.5,99,338.5186757,19.6,0.122138194,7.72913038
4709,2019/4/9 2:00,0.7,21.4,90,2.6,21.7,-15.5,0,0,4,9,2019,2,99,338.3818966,19.16666667,0.094267645,0.579658399
4710,2019/4/9 2:30,0.5,20.7,94,1.6,21.7,-14.9,0,0,4,9,2019,2.5,99,339.0029254,18.9,0.066397095,2.060365625
4711,2019/4/9 3:00,0.7,20.3,96,1.1,21.7,-14.6,0,0,4,9,2019,3,99,339.6517987,18.13333333,0.064377903,-2.606246136
4712,2019/4/9 3:30,0.8,20,97,0.8,21.7,-14.3,0,0,4,9,2019,3.5,99,340.5900103,26.51885121,0.062358711,-5.817898645
4713,2019/4/9 4:00,0.6,19.6,98,0.6,21.7,-14.1,0,0,4,9,2019,4,99,342.8841518,17.76666667,0.109488102,-3.371618463
4714,2019/4/9 4:30,0.6,19.4,99,0.3,21.7,-13.9,0,0,4,9,2019,4.5,99,339.5596625,17.26666667,0.095734043,-3.254571584
4715,2019/4/9 5:00,0.7,19,99,0.2,21.7,-13.6,0,0,4,9,2019,5,99,340.2348022,16.56666667,0.081979984,-6.398052293
4716,2019/4/9 5:30,0.6,18.9,100,0,21.7,-13.5,14.7,0,4,9,2019,5.5,99,340.6428996,16.3,0.042413973,1.947819368
4717,2019/4/9 6:00,0.9,18.9,99,0.1,21.7,-13.5,14.7,0,4,9,2019,6,99,341.5483799,16.2,0.020940498,1.344328353
4718,2019/4/9 6:30,0.9,19.6,97,0.7,21.7,-13.3,17,0,4,9,2019,6.5,99,342.0777815,16.03333333,-0.000532976,22.09477263
4719,2019/4/9 7:00,0.9,20.8,93,1.9,21.7,1.7,47.2,0,4,9,2019,7,99,342.0351749,15.56666667,-0.022006451,35.27839041
4720,2019/4/9 7:30,0.9,23,84,4.5,21.7,34,112.5,0,4,9,2019,7.5,99,340.7222589,15.53333333,-0.043479926,50.47160838
4721,2019/4/9 8:00,0.7,23.9,81,5.6,21.7,118.2,219.6,0,4,9,2019,8,99,338.3969642,15.73333333,-0.136308491,65.66482635
4722,2019/4/9 8:30,1.1,25.5,75,8.2,21.7,211.4,353.4,0,4,9,2019,8.5,99,336.594199,7.623790344,-0.249596644,166.6015159
4723,2019/4/9 9:00,1.6,26.3,72,9.7,21.7,315.3,513.1,0,4,9,2019,9,99,335.259598,17,-0.340898368,266.1158032
4724,2019/4/9 9:30,1.7,27.2,68,11.5,21.7,423.4,683.2,0,4,9,2019,9.5,99,332.9854109,26.70954299,-0.176709913,284.2650704
4725,2019/4/9 10:00,1.8,28.2,64,13.9,21.7,520.6,842.6,0,4,9,2019,10,99,330.8456612,19.6,-0.346372415,302.4143375
4726,2019/4/9 10:30,2.1,29.1,60,16.1,21.7,585.5,949.6,0,4,9,2019,10.5,99,328.750758,21.26666667,-0.319037326,226.5403185
4727,2019/4/9 11:00,2.4,30,56,18.9,21.65,664.5,1076.8,0,4,9,2019,11,99,327.6521479,23.3,-0.291702237,269.1913519
4728,2019/4/9 11:30,3.6,30.6,52,21.4,21.65,734.4,1192.2,0,4,9,2019,11.5,99,326.6925057,25.83333333,-0.223438886,306.2531601
4729,2019/4/9 12:00,2.8,31.5,49,23.6,21.65,790.7,1285,0,4,9,2019,12,99,326.1283875,41.14828499,-0.287977067,343.3149682
4730,2019/4/9 12:30,2.2,32,47,25.4,21.6,712.8,1166.1,0,4,9,2019,12.5,99,325.1778571,49.83897677,-0.339361664,253.92803
4731,2019/4/9 13:00,2.2,32.7,44,27.6,21.6,732.2,1183.5,0,4,9,2019,13,99,324.5279149,54.5723101,-0.307008007,212.4007548
4732,2019/4/9 13:30,2.1,32.3,45,26.9,21.6,450.9,768.4,0,4,9,2019,13.5,99,324.9932792,55.72036032,-0.288931214,316.1836842
4733,2019/4/9 14:00,2.1,33.2,42,29.5,21.6,702.4,1129.6,0,4,9,2019,14,99,323.8168369,54.15369366,-0.270854421,284.9714512
4734,2019/4/9 14:30,2,33.5,41,30.8,21.6,638.3,1031.7,0,4,9,2019,14.5,99,323.6845374,52.42036032,-0.252777628,271.4759297
4735,2019/4/9 15:00,1.4,33.4,41,30.6,21.6,378.3,688.4,0,4,9,2019,15,99,323.775401,59.3221042,-0.234700835,194.6007847
4736,2019/4/9 15:30,1.3,33.6,40,31.3,21.6,317.9,549.5,0,4,9,2019,15.5,99,322.7752392,49.27771877,-0.216624042,136.1389226
4737,2019/4/9 16:00,0.8,33.6,41,30.7,21.55,272.2,483.5,0,4,9,2019,16,99,323.1223027,48.0110521,-0.013497085,135.0449828
4738,2019/4/9 16:30,0.6,33.1,47,27.1,21.55,169,338.7,0,4,9,2019,16.5,99,323.795559,38.4,-0.012674854,133.951043
4739,2019/4/9 17:00,1.1,32.3,49,24.7,21.55,260.7,426.8,0,4,9,2019,17,99,324.7456313,45.49243566,-0.011852622,173.8078017
4740,2019/4/9 17:30,1,32,51,23.2,21.55,137.8,280.2,0,4,9,2019,17.5,99,324.7458349,44.45910232,-0.011030391,107.1859896
4741,2019/4/9 18:00,1,30.7,55,19.9,21.55,33.2,114.4,0,4,9,2019,18,99,327.1460603,35.23333333,-0.196881924,78.95537054
4742,2019/4/9 18:30,0.8,30.1,58,18.1,21.55,6.4,62.5,0,4,9,2019,18.5,99,329.0199893,42.59243566,-0.110483659,50.72475148
4743,2019/4/9 19:00,0.5,28.1,68,12.3,21.55,-10.4,35.9,0,4,9,2019,19,99,331.2931074,32.7,-0.046878627,22.49413242
4744,2019/4/9 19:30,0.6,27.2,69,11.1,21.55,-18.7,16.2,0,4,9,2019,19.5,99,334.2751655,40.29243566,0.013842888,-5.736486636
4745,2019/4/9 20:00,0.9,25.2,82,5.9,21.5,-18.5,14.7,0,4,9,2019,20,99,341.0374565,30.03333333,0.019084039,3.078503975
4746,2019/4/9 20:30,2.1,22.6,74,7.1,21.5,-16.4,14.7,0,4,9,2019,20.5,99,351.6284918,28.46666667,0.019084039,3.075877116
4747,2019/4/9 21:00,1.4,19.1,88,2.8,21.5,-13.7,14.7,1.7,4,9,2019,21,99,360.6947996,26.73333333,0.019084039,3.03141508
4748,2019/4/9 21:30,0.9,17.5,93,1.4,21.5,-12.3,0,0.1,4,9,2019,21.5,99,369.7611075,23.53333333,0.200625939,6.682295716
4749,2019/4/9 22:00,1,16.7,91,1.7,21.5,-11.7,0,0,4,9,2019,22,99,363.9377917,20.06666667,0.191311365,6.574864816
4750,2019/4/9 22:30,0.6,16.4,92,1.6,21.5,-11.5,0,0,4,9,2019,22.5,99,366.3262074,17.16666667,0.274515548,6.445201095
4751,2019/4/9 23:00,0.7,16.4,89,2,21.5,-11.2,0,0,4,9,2019,23,99,368.4036505,14.7,0.420167495,6.300823838
4752,2019/4/9 23:30,1,16.1,86,2.5,21.5,-11,0,0,4,9,2019,23.5,99,369.5249638,4.192847455,0.425066351,6.142123671
4753,2019/4/10 0:00,0.9,15.7,86,2.6,21.5,-10.9,0,0,4,10,2019,0,100,373.461421,10.6,0.349468313,5.969477511
4754,2019/4/10 0:30,0.8,15.2,88,2,21.5,-10.5,0,0.1,4,10,2019,0.5,100,373.9358972,0.159514122,0.295708234,5.969477511
4755,2019/4/10 1:00,1.2,14.9,85,2.5,21.5,-10.3,0,0,4,10,2019,1,100,372.1088508,6.966666667,0.241948154,5.969477511
4756,2019/4/10 1:30,0.6,14.5,88,1.9,21.5,-10,0,1.4,4,10,2019,1.5,100,375.6523088,-3.073819212,0.168935554,5.969477511
4757,2019/4/10 2:00,0.4,13.8,94,0.9,21.5,-9.5,0,1.4,4,10,2019,2,100,379.1957668,-4.553693656,0.162482737,5.969477511
4758,2019/4/10 2:30,0.4,13.6,96,0.7,21.5,-9.3,0,0.1,4,10,2019,2.5,100,382.7392248,2.933333333,0.160358967,6.155216802
4759,2019/4/10 3:00,0.4,13.6,97,0.4,21.5,-9.3,0,0.1,4,10,2019,3,100,386.2826828,-6.605643434,0.159302205,6.155216802
4760,2019/4/10 3:30,0.5,13.4,94,0.8,21.5,-9.1,0,0.1,4,10,2019,3.5,100,389.8261408,-7.438976767,0.158248867,6.155216802
4761,2019/4/10 4:00,0.6,13.4,94,0.9,21.5,-9.1,0,0,4,10,2019,4,100,374.4301751,-8.114951656,0.158248867,6.155216802
4762,2019/4/10 4:30,0.6,13.2,92,1.2,21.5,-9,0,0,4,10,2019,4.5,100,373.8880475,-8.84828499,0.191594789,6.155216802
4763,2019/4/10 5:00,0.7,13,92,1.2,21.5,-8.8,0,0,4,10,2019,5,100,373.9309595,-1.066666667,0.162063942,6.155216802
4764,2019/4/10 5:30,0.7,12.8,92,1.1,21.5,-8.6,14.7,0,4,10,2019,5.5,100,373.733452,-10.35759321,0.019084039,3.03141508
4765,2019/4/10 6:00,0.8,12.7,93,1.1,21.5,-8.5,14.7,0,4,10,2019,6,100,373.5872557,-11.02425988,0.019084039,3.074569548
4766,2019/4/10 6:30,0.7,12.6,93,1,21.5,-8.4,14.9,0,4,10,2019,6.5,100,376.0973829,-11.60023477,0.018379501,3.147236177
4767,2019/4/10 7:00,0.6,12.6,94,0.9,21.5,-6.2,19.3,0,4,10,2019,7,100,373.7853741,-3.5,0.003316323,3.72553392
4768,2019/4/10 7:30,0.4,12.6,94,0.9,21.5,-2.1,27.2,0,4,10,2019,7.5,100,374.2441718,-12.40954299,-0.021785672,4.048339848
4769,2019/4/10 8:00,0.7,12.8,93,1.1,21.5,8.4,47.1,0,4,10,2019,8,100,374.3361045,-12.64287632,-0.075818041,16.89674139
4770,2019/4/10 8:30,0.5,13,91,1.4,21.5,8.6,49,0,4,10,2019,8.5,100,374.2196361,-12.67620966,-0.014850267,16.77727042
4771,2019/4/10 9:00,0.9,12.7,90,1.4,21.5,18.5,68.3,0,4,10,2019,9,100,374.0286443,-4.2,-0.101105851,22.92148783
4772,2019/4/10 9:30,0.9,12.5,92,1.1,21.5,24.4,82,0,4,10,2019,9.5,100,374.5419093,-13.00954299,-0.187361436,29.11688926
4773,2019/4/10 10:00,0.8,12.6,93,1.1,21.5,49.6,129.8,0,4,10,2019,10,100,372.4989791,-13.34287632,-0.27361702,35.22665707
4774,2019/4/10 10:30,1,12.7,91,1.3,21.5,71.8,171.1,0,4,10,2019,10.5,100,371.9551717,-4.9,-0.334830902,42.4609854
4775,2019/4/10 11:00,1,12.8,90,1.5,21.5,67.3,163.8,0,4,10,2019,11,100,369.7363172,-13.64287632,-0.324931438,41.48987522
4776,2019/4/10 11:30,1,12.9,88,1.7,21.5,90.6,208.1,0,4,10,2019,11.5,100,368.481839,-13.80954299,-0.315031974,51.15208533
4777,2019/4/10 12:00,1.1,12.8,88,1.7,21.5,100.8,225.1,0,4,10,2019,12,100,368.2590322,-5.5,-0.399881378,48.92366567
4778,2019/4/10 12:30,1,12.9,89,1.7,21.5,111.4,242.1,0,4,10,2019,12.5,100,366.8455809,-14.20954299,-0.295786996,63.44608286
4779,2019/4/10 13:00,1.1,12.8,88,1.8,21.5,103,225.9,0,4,10,2019,13,100,366.4041414,-5.7,-0.191692613,61.73814959
4780,2019/4/10 13:30,1.1,12.9,87,1.9,21.5,120.1,255.4,0,4,10,2019,13.5,100,365.2439883,-14.17620966,-0.324904766,68.03322711
4781,2019/4/10 14:00,0.8,13.1,86,2.1,21.5,80.9,185.2,0,4,10,2019,14,100,364.4610339,-14.24287632,-0.372453616,54.72570871
4782,2019/4/10 14:30,0.8,13.2,86,2.2,21.55,81.7,185.9,0,4,10,2019,14.5,100,364.2527856,-5.366666667,-0.154658831,53.69183332
4783,2019/4/10 15:00,0.8,13,86,2.1,21.55,55.8,139.6,0,4,10,2019,15,100,363.8328785,-13.90023477,-0.140921085,41.31335334
4784,2019/4/10 15:30,0.9,12.8,86,2,21.55,62.6,150.3,0,4,10,2019,15.5,100,363.6928416,-5.233333333,-0.075214973,39.81623314
4785,2019/4/10 16:00,1,12.8,87,2,21.55,61.1,144.2,0,4,10,2019,16,100,362.9182864,-13.90023477,-0.09100927,39.81623314
4786,2019/4/10 16:30,0.9,12.7,87,1.9,21.55,41.2,110.2,0,4,10,2019,16.5,100,362.9537155,-5.466666667,-0.058841827,39.64084428
4787,2019/4/10 17:00,0.8,12.6,88,1.8,21.55,31.4,91.4,0,4,10,2019,17,100,362.6703839,-14.20954299,-0.026674384,27.96833259
4788,2019/4/10 17:30,0.6,12.6,88,1.7,21.55,16.4,62.5,0,4,10,2019,17.5,100,362.9075456,-5.666666667,-0.031487802,23.73912274
4789,2019/4/10 18:00,0.6,12.4,89,1.6,21.55,4.5,40.6,0,4,10,2019,18,100,363.2047741,-5.566666667,-0.059450493,15.62899719
4790,2019/4/10 18:30,0.5,12.2,91,1.3,21.55,-3.6,25.8,0,4,10,2019,18.5,100,375.5260873,-14.27620966,-0.01750752,4.048339848
4791,2019/4/10 19:00,0.5,11.7,95,0.7,21.55,-6.7,19,0,4,10,2019,19,100,399.2335563,-5.8,0.004317522,3.795085119
4792,2019/4/10 19:30,0.6,11.4,96,0.6,21.55,-7.6,14.8,0,4,10,2019,19.5,100,362.0238013,-14.46690143,0.018731548,23.69830027
4793,2019/4/10 20:00,0.7,11.3,96,0.6,21.55,-7.5,14.7,0,4,10,2019,20,100,362.0851915,-6.1,0.019084039,3.69055458
4794,2019/4/10 20:30,0.8,11.3,94,0.8,21.55,-7.4,14.7,0,4,10,2019,20.5,100,361.9530447,-14.66690143,0.019084039,3.977518674
4795,2019/4/10 21:00,0.9,11.2,92,1.1,21.55,-7.4,14.7,0,4,10,2019,21,100,361.8649808,-6.6,0.019084039,3.736613777
4796,2019/4/10 21:30,1.1,11.2,91,1.3,21.55,-7.4,0,0,4,10,2019,21.5,100,362.4956304,-7,0.417998477,6.010502848
4797,2019/4/10 22:00,0.8,11.1,91,1.2,21.55,-7.3,0,0,4,10,2019,22,100,363.2489078,-16.00023477,0.034722286,6.007556479
4798,2019/4/10 22:30,0.6,10.9,93,0.9,21.55,-7.2,0,0,4,10,2019,22.5,100,371.6075483,-7.7,0.065281246,6.022815562
4799,2019/4/10 23:00,0.7,10.6,96,0.5,21.55,-6.9,0,0,4,10,2019,23,100,391.7398257,-16.46690143,0.135295712,6.041526155
4800,2019/4/10 23:30,0.6,10.4,95,0.6,21.55,-6.8,0,0.1,4,10,2019,23.5,100,362.694716,-8.133333333,0.205310177,6.023590183
4801,2019/4/11 0:00,1,10.3,93,0.8,21.55,-6.7,0,0,4,11,2019,0,101,365.0779395,-17.12425988,0.275324643,6.005644129
4802,2019/4/11 0:30,0.9,9.9,95,0.6,21.55,-6.4,0,0,4,11,2019,0.5,101,364.8811191,-8.8,0.3307312,6.105020314
4803,2019/4/11 1:00,1.1,9.8,94,0.7,21.55,-6.3,0,0,4,11,2019,1,101,364.6842988,-17.72425988,0.386137757,6.079674579
4804,2019/4/11 1:30,0.8,9.5,94,0.7,21.55,-6,0,0.1,4,11,2019,1.5,101,364.4874785,-9.833333333,0.441544313,6.254891819
4805,2019/4/11 2:00,0.8,9.4,94,0.7,21.55,-6,0,0,4,11,2019,2,101,364.2906582,-18.89092655,0.49695087,6.279815689
4806,2019/4/11 2:30,1,9.4,92,0.9,21.6,-6,0,0,4,11,2019,2.5,101,364.0020325,-10.7,0.44036662,6.201584274
4807,2019/4/11 3:00,0.6,9.3,95,0.6,21.6,-5.9,0,0.1,4,11,2019,3,101,373.7770089,-19.72425988,0.383782369,6.020519106
4808,2019/4/11 3:30,0.6,9,95,0.5,21.6,-5.7,0,0.3,4,11,2019,3.5,101,383.5519852,-11.43333333,0.327198119,6.021340936
4809,2019/4/11 4:00,0.7,9.1,97,0.4,21.6,-5.7,0,0,4,11,2019,4,101,393.3269616,-20.05759321,0.270613868,-18.4797226
4810,2019/4/11 4:30,0.7,9.1,97,0.3,21.6,-5.7,0,0.3,4,11,2019,4.5,101,375.4614901,-11.53333333,0.118992918,5.971379424
4811,2019/4/11 5:00,0.9,9,97,0.3,21.6,-5.6,0,0.6,4,11,2019,5,101,344.8737855,-20.31495166,0.118085061,5.692553662
4812,2019/4/11 5:30,1,8.8,99,0.1,21.6,-5.5,14.7,3.5,4,11,2019,5.5,101,344.870165,-11.7,0.019084039,3.435873635
4813,2019/4/11 6:00,0.8,8.7,100,0,21.6,-5.4,14.7,2.1,4,11,2019,6,101,346.0764689,-20.99268921,0.019084039,3.228648652
4814,2019/4/11 6:30,0.8,8.6,100,0,21.7,-5.3,14.8,0.6,4,11,2019,6.5,101,348.6613486,-13.36666667,0.018731548,3.111147674
4815,2019/4/11 7:00,0.9,8.7,100,0,21.9,-3.5,18.8,1.3,4,11,2019,7,101,352.5399852,-22.91608655,0.004987038,3.641961398
4816,2019/4/11 7:30,1,8.7,100,0,22.3,15.7,53.3,0.1,4,11,2019,7.5,101,350.2848935,-23.40526921,-0.090425153,22.47652035
4817,2019/4/11 8:00,0.8,8.9,100,0,23.05,19,61.6,0.1,4,11,2019,8,101,408.7478702,-14.06666667,-0.108600635,23.91319043
4818,2019/4/11 8:30,0.5,9,100,0,23.45,36.8,94.3,0,4,11,2019,8.5,101,410.9604635,-22.6199861,-0.167886759,32.64193582
4819,2019/4/11 9:00,0.5,9.2,100,0,23.6,30.9,85.5,0,4,11,2019,9,101,400.7902006,-13.06666667,-0.285596872,31.05123567
4820,2019/4/11 9:30,0.9,9.3,99,0.1,23.65,26.6,78.8,0,4,11,2019,9.5,101,380.3403331,-21.81067788,-0.320510387,28.32920916
4821,2019/4/11 10:00,0.9,9.5,95,0.6,23.7,65.2,148.7,0,4,11,2019,10,101,370.011657,-12.26666667,-0.355423902,39.27605389
4822,2019/4/11 10:30,1,10.1,91,1.1,23.75,140.3,278.6,0,4,11,2019,10.5,101,368.2439646,-21.32539477,-0.432198924,78.42237258
4823,2019/4/11 11:00,1,10.8,88,1.6,23.75,215.9,404.4,0,4,11,2019,11,101,366.9893338,-12,-0.508973945,127.7238183
4824,2019/4/11 11:30,1.1,11.8,84,2.3,23.75,256,471.5,0,4,11,2019,11.5,101,365.077634,-11.16666667,-0.585748967,139.0081657
4825,2019/4/11 12:00,1.3,12.9,79,3.1,23.7,381.6,675.5,0,4,11,2019,12,101,362.6609666,-18.84011166,-0.715097297,157.052436
4826,2019/4/11 12:30,1.3,13.3,77,3.5,23.7,301,531.7,0,4,11,2019,12.5,101,360.4690913,-7.966666667,-0.651030052,169.2800221
4827,2019/4/11 13:00,1.2,13.7,76,3.7,23.7,247.3,449.9,0,4,11,2019,13,101,358.4782868,-6.866666667,-0.549839495,201.8247036
4828,2019/4/11 13:30,1,13.9,76,3.9,23.65,253.1,462.4,0,4,11,2019,13.5,101,357.5508159,-5.433333333,-0.879722773,169.6155677
4829,2019/4/11 14:00,1,13.9,77,3.7,23.65,169.7,328,0,4,11,2019,14,101,357.7243476,-4.5,-0.516178002,137.4064318
4830,2019/4/11 14:30,0.9,13.9,77,3.7,23.65,156.3,305.3,0,4,11,2019,14.5,101,358.3933789,-3.966666667,-0.299849836,139.6406781
4831,2019/4/11 15:00,1,14.6,75,4.2,23.65,299.2,527.5,0,4,11,2019,15,101,356.1098764,-3.4,-0.645413891,141.8749243
4832,2019/4/11 15:30,0.8,15.2,73,4.7,23.65,277.6,488.1,0,4,11,2019,15.5,101,354.6115171,-2.466666667,-0.54650725,153.8216645
4833,2019/4/11 16:00,0.9,15.3,72,4.9,23.6,214.2,387.7,0,4,11,2019,16,101,353.3759243,-1.433333333,-0.567110969,164.6987306
4834,2019/4/11 16:30,0.7,15.4,72,4.9,23.6,162.8,305.2,0,4,11,2019,16.5,101,352.3933753,-0.633333333,-0.347125236,139.1635372
4835,2019/4/11 17:00,0.9,15.6,72,5,23.55,157,294.5,0,4,11,2019,17,101,351.3098837,0,-0.523027432,113.6283438
4836,2019/4/11 17:30,0.6,15.7,73,4.8,23.55,81,172.2,0,4,11,2019,17.5,101,351.0906402,0.466666667,-0.268239341,88.09315034
4837,2019/4/11 18:00,0.7,15.3,78,3.9,23.55,31,89.5,0,4,11,2019,18,101,351.35585,0.8,-0.147033865,62.55795692
4838,2019/4/11 18:30,1.1,14.7,83,2.9,23.55,11.4,54.4,0,4,11,2019,18.5,101,352.1428258,0.666666667,-0.092921374,37.0227635
4839,2019/4/11 19:00,0.6,14.2,86,2.3,23.55,-4,27.2,0,4,11,2019,19,101,352.9215552,9.176463212,-0.021785672,24.66219107
4840,2019/4/11 19:30,0.4,13.8,88,1.9,23.5,-9.4,15.2,0,4,11,2019,19.5,101,354.1418768,0.033333333,0.017326013,12.30161863
4841,2019/4/11 20:00,0.6,13.5,91,1.4,23.5,-9.2,14.7,0,4,11,2019,20,101,354.3884049,-0.566666667,0.019084039,16.0629784
4842,2019/4/11 20:30,0.4,13.4,92,1.3,23.45,-9.2,14.7,0,4,11,2019,20.5,101,357.0132696,-0.733333333,0.019084039,13.65447875
4843,2019/4/11 21:00,0.5,13.2,93,1.1,23.45,-9,14.7,0,4,11,2019,21,101,358.99145,-0.933333333,0.044882329,1.574609912
4844,2019/4/11 21:30,0.5,13.2,94,0.9,23.45,-9,0,0,4,11,2019,21.5,101,362.7676105,-0.933333333,0.241398095,24.23592658
4845,2019/4/11 22:00,0.3,13.2,93,1.1,23.45,-9,0,0,4,11,2019,22,101,364.667755,-0.933333333,0.169557592,14.58143813
4846,2019/4/11 22:30,0.3,13.1,94,0.8,23.45,-8.9,0,0,4,11,2019,22.5,101,363.643872,-1.166666667,0.070869506,15.80140625
4847,2019/4/11 23:00,0.4,13,95,0.8,23.45,-8.8,0,0,4,11,2019,23,101,362.9629292,-1.233333333,0.147241798,29.78157646
4848,2019/4/11 23:30,0.5,12.9,96,0.6,23.45,-8.8,0,0,4,11,2019,23.5,101,363.7956677,-1.6,0.145880244,22.30687928
4849,2019/4/12 0:00,0.3,12.9,96,0.6,23.45,-8.8,0,0,4,12,2019,0,102,365.5275236,-1.6,0.144518691,14.83218211
4850,2019/4/12 0:30,0.3,12.8,97,0.5,23.4,-8.7,0,0,4,12,2019,0.5,102,367.801558,-1.566666667,0.143157137,7.357484934
4851,2019/4/12 1:00,0.4,12.8,97,0.4,23.35,-8.6,0,0,4,12,2019,1,102,368.0114352,-1.166666667,0.141795584,-0.117212242
4852,2019/4/12 1:30,1,12.8,97,0.5,23.35,-8.7,0,0,4,12,2019,1.5,102,369.369503,-1.233333333,0.14043403,10.76584029
4853,2019/4/12 2:00,0.6,12.8,96,0.6,23.35,-8.7,0,0,4,12,2019,2,102,371.5204515,-1.4,0.213719072,16.29140684
4854,2019/4/12 2:30,0.3,12.8,95,0.7,23.35,-8.7,0,0,4,12,2019,2.5,102,371.3646853,-1.6,0.177826026,13.9154091
4855,2019/4/12 3:00,0.2,12.7,97,0.4,23.35,-8.6,0,0,4,12,2019,3,102,375.3446654,-1.933333333,0.211178823,10.94425498
4856,2019/4/12 3:30,0.4,12.6,98,0.3,23.35,-8.5,0,0,4,12,2019,3.5,102,376.2503494,-1.8,0.244531621,7.973100858
4857,2019/4/12 4:00,0.4,12.6,98,0.2,23.35,-8.5,0,0,4,12,2019,4,102,375.4150147,-10.50199743,0.277884418,5.001946737
4858,2019/4/12 4:30,0.3,12.6,99,0.2,23.35,-8.5,0,0,4,12,2019,4.5,102,376.9699792,-1.6,0.311237215,9.74677282
4859,2019/4/12 5:00,0.3,12.6,99,0.1,23.35,-8.5,0,0,4,12,2019,5,102,377.9930478,-1.6,0.184736249,4.786111844
4860,2019/4/12 5:30,0.4,12.6,99,0.1,23.35,-8.5,14.7,0,4,12,2019,5.5,102,383.3688156,-1.8,0.058235282,-0.174549133
4861,2019/4/12 6:00,0.4,12.6,100,0.1,23.35,-8.5,14.7,0,4,12,2019,6,102,386.9019605,-1.666666667,0.019084039,3.496728828
4862,2019/4/12 6:30,0.4,12.5,100,0,23.3,-8.2,15.7,0,4,12,2019,6.5,102,390.7976945,-1.566666667,0.015578998,2.040418784
4863,2019/4/12 7:00,0.4,12.5,100,0,23.3,-4.6,22.4,0,4,12,2019,7,102,391.2716107,-1.566666667,-0.006817991,2.295538017
4864,2019/4/12 7:30,0.3,12.7,100,0,23.25,9.9,47.1,0,4,12,2019,7.5,102,394.111494,-1.6,-0.075818041,6.512964321
4865,2019/4/12 8:00,0.3,12.9,99,0.2,23.25,46.3,109.6,0,4,12,2019,8,102,391.6610263,-1.6,-0.190375476,9.779463162
4866,2019/4/12 8:30,0.4,13.3,96,0.6,23.25,91.1,184.4,0,4,12,2019,8.5,102,384.3627162,-1.466666667,-0.270154434,19.78668881
4867,2019/4/12 9:00,0.4,14.3,91,1.5,23.25,168.3,307.4,0,4,12,2019,9,102,375.3578496,-1.133333333,-0.343854603,62.6094099
4868,2019/4/12 9:30,0.5,15.1,87,2.2,23.25,141.3,273.6,0,4,12,2019,9.5,102,371.3246747,-0.133333333,-0.109161817,60.01204825
4869,2019/4/12 10:00,0.9,16,82,3.3,23.25,269.5,466.9,0,4,12,2019,10,102,364.3498086,0.866666667,-0.321874345,141.3252249
4870,2019/4/12 10:30,0.7,16.5,80,3.8,23.25,272.2,478.6,0,4,12,2019,10.5,102,361.7050404,2.233333333,-0.534586873,167.6401904
4871,2019/4/12 11:00,0.8,17.5,76,4.8,23.25,293.3,519.2,0,4,12,2019,11,102,359.0276427,3.5,-0.672285706,193.9551558
4872,2019/4/12 11:30,0.8,17.8,74,5.4,23.25,289.5,517.3,0,4,12,2019,11.5,102,355.929269,4.666666667,-0.824132315,173.3395744
